1	81473.4	2091.34	343.226	2091.34	41.247	11302.7
2	151947.0	3277.78	717.38	3277.78	66.4529	11542.1
3	222420.0	3827.77	890.771	3827.77	81.4363	13892.5
4	292894.0	4155.81	994.155	4155.81	91.3729	15182.6
5	363367.0	4386.18	1067.94	4386.18	98.4504	15999.1
6	433841.0	4530.27	1112.4	4530.27	103.737	16562.9
7	504314.0	4634.2	1144.02	4634.2	107.84	16976.0
8	574788.0	4715.07	1168.59	4715.07	111.117	17291.7
9	645261.0	4782.22	1189.21	4782.22	113.796	17541.2
10	715734.0	4832.12	1204.02	4832.12	116.024	17743.1
11	786208.0	4880.48	1219.12	4880.48	117.91	17910.0
12	856681.0	4915.38	1229.42	4915.38	119.524	18050.4
13	927155.0	4944.9	1238.08	4944.9	120.921	18170.0
14	997628.0	4974.21	1247.1	4974.21	122.145	18273.2
15	1068100.0	4999.43	1254.82	4999.43	123.224	18363.1
16	1138580.0	5018.75	1260.43	5018.75	124.181	18442.1
17	1209050.0	5044.55	1268.96	5044.55	125.041	18512.2
18	1279520.0	5064.01	1275.1	5064.01	125.813	18574.8
19	1350000.0	5082.14	1280.89	5082.14	126.512	18630.9
20	1420470.0	5099.58	1286.56	5099.58	127.147	18681.6
21	1490940.0	5111.18	1289.94	5111.18	127.725	18727.7
22	1561420.0	5126.72	1295.09	5126.72	128.257	18769.6
23	1631890.0	5154.25	1305.39	5154.25	128.752	18808.0
24	1702360.0	5149.77	1302.37	5149.77	129.196	18843.2
25	1772840.0	5158.13	1304.82	5158.13	129.613	18875.7
26	1843310.0	5181.78	1313.76	5181.78	130.006	18905.8
27	1913780.0	5189.47	1316.09	5189.47	130.367	18933.7
28	1984260.0	5196.57	1318.22	5196.57	130.703	18959.6
29	2054730.0	5203.05	1320.14	5203.05	131.017	18983.8
30	2125200.0	5208.73	1321.79	5208.73	131.312	19006.4
31	2195680.0	5215.23	1323.83	5215.23	131.589	19027.5
32	2266150.0	5220.77	1325.5	5220.77	131.849	19047.4
33	2336620.0	5225.78	1326.99	5225.78	132.095	19066.1
34	2407100.0	5230.63	1328.44	5230.63	132.327	19083.7
35	2477570.0	5235.32	1329.86	5235.32	132.546	19100.3
36	2548040.0	5234.42	1328.95	5234.42	132.752	19116.1
37	2618520.0	5243.74	1332.39	5243.74	132.951	19130.9
38	2688990.0	5247.26	1333.4	5247.26	133.138	19145.1
39	2759460.0	5251.31	1334.66	5251.31	133.316	19158.5
40	2829940.0	5253.71	1335.24	5253.71	133.485	19171.2
41	2900410.0	5258.17	1336.71	5258.17	133.648	19183.3
42	2970880.0	5261.22	1337.61	5261.22	133.802	19194.9
43	3041360.0	5264.37	1338.57	5264.37	133.95	19205.9
44	3111830.0	5267.29	1339.45	5267.29	134.091	19216.5
45	3182300.0	5269.37	1339.98	5269.37	134.225	19226.6
46	3252780.0	5272.73	1341.08	5272.73	134.355	19236.2
47	3323250.0	5275.27	1341.84	5275.27	134.479	19245.5
48	3393730.0	5277.04	1342.28	5277.04	134.598	19254.3
49	3464200.0	5280.07	1343.28	5280.07	134.713	19262.8
